OT_ID,Equipo_ID,Falla_ID,Actividad_ID,Mecanico_Lider_ID,Fecha_Ingreso,Fecha_Salida,Tipo_OT,Estado_OT,Horas_Taller,Horas_Planificadas,Num_Mecanicos,Horas_Hombre,Costo_ManoObra_USD,Costo_Repuestos_USD,Costo_Total_USD,Cumple_Plazo
165,20,105.0,14,10,2023-03-20 16:06:24.856932,2023-03-20 19:30:01.956273,Correctivo,Cerrada,3.39,3.0,4,13.57,428.61,885.11,1313.72,True
166,6,,1,10,2023-03-21 00:00:00.000000,2023-03-21 04:10:17.615637,Preventivo,Cerrada,4.17,4.0,2,8.34,250.29,673.31,923.61,True
167,9,,3,4,2023-03-21 00:00:00.000000,2023-03-21 05:21:00.882001,Preventivo,Cerrada,5.35,5.0,2,10.7,470.82,360.7,831.52,True
168,10,,4,25,2023-03-21 00:00:00.000000,2023-03-21 02:13:32.747526,Preventivo,Cerrada,2.23,2.0,2,4.45,209.22,205.11,414.33,False
169,14,107.0,14,21,2023-03-21 06:35:35.000750,2023-03-21 10:51:08.916729,Correctivo,Cerrada,4.26,3.0,2,8.52,151.15,213.61,364.76,False
170,1,109.0,14,14,2023-03-21 18:10:11.818192,2023-03-21 20:48:20.223422,Correctivo,Cerrada,2.64,3.0,2,5.27,178.51,943.76,1122.27,True
171,20,108.0,14,22,2023-03-21 19:08:17.164236,2023-03-21 21:39:04.676141,Correctivo,Cerrada,2.51,3.0,2,5.03,96.39,801.64,898.03,True
172,12,,2,6,2023-03-22 00:00:00.000000,2023-03-22 02:43:38.650305,Preventivo,Cerrada,2.73,3.0,3,8.18,343.65,591.93,935.58,True
173,12,112.0,14,3,2023-03-22 02:20:46.280359,2023-03-22 05:19:04.233340,Correctivo,Cerrada,2.97,3.0,4,11.89,185.78,5981.32,6167.09,True
174,17,111.0,14,5,2023-03-22 05:21:20.486905,2023-03-22 09:29:28.015072,Correctivo,Cerrada,4.14,3.0,4,16.54,301.43,272.2,573.63,False
175,18,113.0,14,23,2023-03-22 10:02:29.243446,2023-03-22 14:15:53.242940,Correctivo,Cerrada,4.22,3.0,2,8.45,283.8,137.7,421.49,False
176,16,110.0,13,23,2023-03-22 20:07:52.786774,2023-03-23 12:33:19.162316,Correctivo,Cerrada,16.42,10.0,3,49.27,1649.15,318.1,1967.25,False
177,17,,8,12,2023-03-23 00:00:00.000000,2023-03-23 02:07:46.047307,Predictivo,Cancelada,2.13,2.0,2,4.26,63.88,122.28,186.17,True
178,8,,7,17,2023-03-23 00:00:00.000000,2023-03-23 05:09:11.740297,Preventivo,Cerrada,5.15,5.0,2,10.31,350.42,641.18,991.6,True
179,17,,7,18,2023-03-23 00:00:00.000000,2023-03-23 05:37:55.491559,Preventivo,Cerrada,5.63,5.0,2,11.26,259.08,726.36,985.44,False
180,18,114.0,14,8,2023-03-23 08:42:29.794333,2023-03-23 10:51:54.578299,Correctivo,Cerrada,2.16,3.0,1,2.16,41.37,741.03,782.4,True
181,5,115.0,14,19,2023-03-23 11:30:35.458341,2023-03-23 16:41:49.645199,Correctivo,Cerrada,5.19,3.0,3,15.56,426.06,650.0,1076.06,False
182,18,,3,2,2023-03-24 00:00:00.000000,2023-03-24 04:56:58.856349,Preventivo,Cerrada,4.95,5.0,2,9.9,158.39,294.89,453.28,True
183,14,,6,15,2023-03-24 00:00:00.000000,2023-03-24 05:52:16.711030,Preventivo,Cerrada,5.87,6.0,2,11.74,340.54,996.17,1336.71,True
184,21,,7,20,2023-03-24 00:00:00.000000,2023-03-24 05:05:51.511260,Preventivo,Cerrada,5.1,5.0,2,10.2,244.69,631.69,876.38,True
185,5,,2,1,2023-03-24 00:00:00.000000,2023-03-24 02:57:20.661201,Preventivo,Cerrada,2.96,3.0,2,5.91,82.76,612.99,695.75,True
186,12,116.0,13,12,2023-03-24 06:46:54.498218,2023-03-24 15:36:29.417114,Correctivo,Cerrada,8.83,10.0,2,17.65,258.73,2312.68,2571.4,True
187,8,117.0,13,25,2023-03-24 10:55:40.045252,2023-03-24 21:30:06.178174,Correctivo,Cerrada,10.57,10.0,2,21.15,1005.91,10959.23,11965.13,True
188,7,,3,5,2023-03-25 00:00:00.000000,2023-03-25 05:25:31.030364,Preventivo,Cerrada,5.43,5.0,2,10.85,184.46,392.0,576.46,True
189,15,118.0,14,10,2023-03-25 10:44:36.309815,2023-03-25 13:57:02.652153,Correctivo,Cerrada,3.21,3.0,3,9.62,316.58,783.03,1099.61,True
190,3,,3,17,2023-03-26 00:00:00.000000,2023-03-26 05:28:51.577262,Preventivo,Cerrada,5.48,5.0,3,16.44,559.06,363.82,922.88,True
191,20,,9,8,2023-03-26 00:00:00.000000,2023-03-26 03:32:59.490463,Predictivo,Cancelada,3.55,3.0,2,7.1,134.89,199.27,334.16,False
192,5,,9,1,2023-03-26 00:00:00.000000,2023-03-26 03:17:14.168626,Predictivo,Cerrada,3.29,3.0,1,3.29,46.02,168.23,214.25,True
193,18,119.0,14,24,2023-03-26 05:32:39.411693,2023-03-26 09:51:56.927596,Correctivo,Cerrada,4.32,3.0,3,12.96,226.3,99.47,325.77,False
194,5,120.0,14,4,2023-03-26 14:48:55.749237,2023-03-26 19:14:27.203964,Correctivo,Cerrada,4.43,3.0,3,13.28,548.45,9050.32,9598.77,False
195,20,121.0,14,13,2023-03-26 14:51:59.546628,2023-03-26 19:24:07.949737,Correctivo,Cerrada,4.54,3.0,2,9.07,109.39,3980.88,4090.27,False
196,1,,4,24,2023-03-27 00:00:00.000000,2023-03-27 02:05:02.054667,Preventivo,Cerrada,2.08,2.0,3,6.25,112.53,199.56,312.09,True
197,20,,7,9,2023-03-27 00:00:00.000000,2023-03-27 05:27:39.973306,Preventivo,Cerrada,5.46,5.0,3,16.38,409.58,677.43,1087.01,True
198,3,,9,1,2023-03-27 00:00:00.000000,2023-03-27 03:28:36.201360,Predictivo,Cerrada,3.48,3.0,2,6.95,97.35,209.96,307.31,False
199,16,,3,17,2023-03-27 00:00:00.000000,2023-03-27 04:37:00.003517,Preventivo,Cerrada,4.62,5.0,1,4.62,156.97,321.99,478.96,True
200,19,,9,2,2023-03-27 00:00:00.000000,2023-03-27 03:35:21.279535,Predictivo,Cerrada,3.59,3.0,2,7.18,114.86,167.04,281.89,False
201,6,122.0,14,9,2023-03-27 01:43:10.296990,2023-03-27 03:52:41.363857,Correctivo,Cerrada,2.16,3.0,2,4.32,118.58,124.35,242.93,True
202,2,123.0,14,13,2023-03-27 08:37:16.732447,2023-03-27 12:16:33.157266,Correctivo,Cerrada,3.65,3.0,3,10.96,138.57,4129.16,4267.73,False
203,4,125.0,13,25,2023-03-27 17:48:38.113589,2023-03-28 08:41:05.631799,Correctivo,Cerrada,14.87,10.0,4,59.5,3075.76,489.5,3565.25,False
204,2,124.0,14,24,2023-03-27 19:21:41.290701,2023-03-27 23:21:46.650125,Correctivo,Cerrada,4.0,3.0,2,8.0,130.37,272.84,403.21,False
205,14,,15,3,2023-03-28 00:00:00.000000,2023-03-31 11:40:49.014207,Mayor,Cerrada,83.68,80.0,4,334.72,5690.26,77561.22,83251.48,True
206,13,,10,20,2023-03-28 00:00:00.000000,2023-03-28 02:50:22.103476,Predictivo,Cerrada,2.84,3.0,1,2.84,68.15,184.3,252.45,True
207,13,,3,2,2023-03-28 00:00:00.000000,2023-03-28 05:20:52.882534,Preventivo,Cerrada,5.35,5.0,3,16.04,256.71,380.6,637.3,True
208,16,,10,7,2023-03-28 00:00:00.000000,2023-03-28 02:45:17.328127,Predictivo,Cerrada,2.75,3.0,1,2.75,90.91,181.29,272.19,True
209,4,,9,23,2023-03-28 00:00:00.000000,2023-03-28 02:56:06.140216,Predictivo,Cerrada,2.94,3.0,1,2.94,96.86,197.57,294.42,True
210,12,126.0,14,15,2023-03-28 02:18:38.754373,2023-03-28 05:48:04.368818,Correctivo,Cerrada,3.49,3.0,2,6.98,216.94,305.38,522.33,False
211,10,,10,10,2023-03-29 00:00:00.000000,2023-03-29 03:02:48.782890,Predictivo,Cancelada,3.05,3.0,1,3.05,91.41,249.13,340.54,True
212,19,,4,5,2023-03-29 00:00:00.000000,2023-03-29 02:17:16.151116,Preventivo,Cerrada,2.29,2.0,2,4.58,77.79,192.14,269.92,False
213,19,127.0,14,11,2023-03-29 09:10:13.863804,2023-03-29 14:27:16.375131,Correctivo,Cerrada,5.28,3.0,2,10.57,208.84,1603.24,1812.08,False
214,15,129.0,14,10,2023-03-29 20:14:31.485814,2023-03-30 00:54:52.065043,Correctivo,Cerrada,4.67,3.0,3,14.02,395.17,697.43,1092.59,False
215,13,,16,23,2023-03-30 00:00:00.000000,2023-04-01 09:42:47.653894,Mayor,Cerrada,57.71,60.0,3,173.14,5713.61,43778.61,49492.22,True
216,4,130.0,14,12,2023-03-30 02:06:39.243726,2023-03-30 07:05:36.721000,Correctivo,Cancelada,4.98,3.0,3,14.95,212.27,559.93,772.2,False
217,16,128.0,14,14,2023-03-30 03:55:08.096057,2023-03-30 09:13:32.246900,Correctivo,Cerrada,5.31,3.0,2,10.61,362.69,206.94,569.63,False
218,8,131.0,14,3,2023-03-30 18:59:14.092464,2023-03-30 23:00:52.773681,Correctivo,Cerrada,4.03,3.0,3,12.08,213.12,239.98,453.09,False
219,19,132.0,14,2,2023-03-31 11:37:43.629839,2023-03-31 16:45:13.011419,Correctivo,Cerrada,5.12,3.0,2,10.25,156.18,235.93,392.11,False
220,12,,11,7,2023-04-01 00:00:00.000000,2023-04-01 04:08:43.539985,Predictivo,Cerrada,4.15,4.0,2,8.29,273.6,321.41,595.01,True
221,18,,8,23,2023-04-01 00:00:00.000000,2023-04-01 02:13:02.844858,Predictivo,Cerrada,2.22,2.0,1,2.22,73.18,137.12,210.3,True
222,19,134.0,14,18,2023-04-01 06:25:22.245888,2023-04-01 11:10:59.280918,Correctivo,Cerrada,4.76,3.0,4,19.04,425.0,740.74,1165.74,False
223,11,136.0,14,16,2023-04-01 23:32:40.995177,2023-04-02 02:01:40.386663,Correctivo,Cerrada,2.48,3.0,1,2.48,55.58,1405.95,1461.52,True
224,7,,10,20,2023-04-02 00:00:00.000000,2023-04-02 03:22:23.556056,Predictivo,Cerrada,3.37,3.0,1,3.37,80.96,201.33,282.29,True
225,20,135.0,14,16,2023-04-02 00:57:43.381295,2023-04-02 05:35:54.332720,Correctivo,Cerrada,4.64,3.0,2,9.27,200.89,715.93,916.82,False
226,1,137.0,14,2,2023-04-02 01:54:12.082359,2023-04-02 05:15:33.500288,Correctivo,Cerrada,3.36,3.0,1,3.36,57.91,1192.72,1250.63,True
227,20,138.0,13,14,2023-04-02 06:32:03.668304,2023-04-02 13:58:20.815460,Correctivo,Cerrada,7.44,10.0,2,14.88,493.28,4004.11,4497.38,True
228,15,139.0,14,4,2023-04-02 18:26:30.118440,2023-04-02 23:30:39.171575,Correctivo,Cerrada,5.07,3.0,3,15.21,722.17,1760.36,2482.53,False
229,11,,9,18,2023-04-03 00:00:00.000000,2023-04-03 03:30:04.610921,Predictivo,Cerrada,3.5,3.0,1,3.5,80.53,158.84,239.37,False
230,16,140.0,12,19,2023-04-03 05:38:35.530042,2023-04-03 18:32:52.320692,Correctivo,Cerrada,12.9,8.0,3,38.71,894.27,19416.05,20310.32,False
231,15,141.0,13,9,2023-04-03 18:33:27.404728,2023-04-04 02:53:19.335138,Correctivo,Cerrada,8.33,10.0,2,16.66,444.15,5328.24,5772.39,True
232,5,142.0,14,23,2023-04-04 01:11:27.830952,2023-04-04 05:29:33.338278,Correctivo,Cerrada,4.3,3.0,1,4.3,134.68,556.82,691.5,False
233,6,,11,9,2023-04-05 00:00:00.000000,2023-04-05 03:37:01.967991,Predictivo,Cerrada,3.62,4.0,1,3.62,90.43,292.45,382.88,True
234,4,143.0,14,2,2023-04-05 01:15:28.611558,2023-04-05 04:35:33.505783,Correctivo,Cerrada,3.33,3.0,3,10.0,155.99,2417.01,2573.0,True
235,16,144.0,14,6,2023-04-05 23:21:32.804955,2023-04-06 03:52:12.472101,Correctivo,Cerrada,4.51,3.0,1,4.51,174.31,285.29,459.6,False
236,2,,8,11,2023-04-06 00:00:00.000000,2023-04-06 02:09:16.604971,Predictivo,Cerrada,2.15,2.0,2,4.31,90.49,117.6,208.09,True
237,7,145.0,14,11,2023-04-06 06:53:54.722077,2023-04-06 10:34:05.403343,Correctivo,Cerrada,3.67,3.0,3,11.01,249.72,42.46,292.17,False
238,1,,11,11,2023-04-07 00:00:00.000000,2023-04-07 04:47:57.797787,Predictivo,Cerrada,4.8,4.0,1,4.8,100.79,236.05,336.83,False
239,8,146.0,13,23,2023-04-07 08:38:16.619698,2023-04-07 18:50:39.356137,Correctivo,Cerrada,10.21,10.0,4,40.83,1319.74,4830.41,6150.15,True
240,8,148.0,14,23,2023-04-07 23:25:01.992027,2023-04-08 03:11:37.555766,Correctivo,Cerrada,3.78,3.0,3,11.33,405.19,668.82,1074.01,False
241,8,,8,2,2023-04-08 00:00:00.000000,2023-04-08 01:49:24.524828,Predictivo,Cerrada,1.82,2.0,2,3.65,58.35,108.43,166.78,True
242,19,147.0,14,11,2023-04-08 03:51:54.603635,2023-04-08 07:10:48.812276,Correctivo,Cerrada,3.32,3.0,1,3.32,66.3,378.92,445.22,True
243,17,150.0,13,15,2023-04-08 08:27:59.159837,2023-04-08 20:28:52.835886,Correctivo,Cerrada,12.01,10.0,2,24.03,741.21,358.4,1099.6,False
244,21,149.0,14,18,2023-04-08 10:21:59.503583,2023-04-08 15:06:26.914823,Correctivo,Cerrada,4.74,3.0,4,18.96,457.55,2830.62,3288.17,False
245,12,151.0,14,15,2023-04-08 18:09:11.828960,2023-04-08 21:42:11.720283,Correctivo,Cerrada,3.55,3.0,3,10.65,331.0,27214.47,27545.47,False
246,15,,9,21,2023-04-09 00:00:00.000000,2023-04-09 03:12:59.058655,Predictivo,Cerrada,3.22,3.0,1,3.22,61.11,209.21,270.33,True
247,1,153.0,14,6,2023-04-09 21:31:44.120768,2023-04-10 00:00:46.187760,Correctivo,Cerrada,2.48,3.0,2,4.97,198.98,259.57,458.56,True
248,14,,10,6,2023-04-10 00:00:00.000000,2023-04-10 02:42:19.654562,Predictivo,Cerrada,2.71,3.0,1,2.71,113.63,194.87,308.5,True
249,9,,9,12,2023-04-10 00:00:00.000000,2023-04-10 03:16:33.990585,Predictivo,Cerrada,3.28,3.0,2,6.55,98.28,152.61,250.89,True
250,17,152.0,14,18,2023-04-10 05:47:06.484887,2023-04-10 10:16:08.806714,Correctivo,Cerrada,4.48,3.0,4,17.94,448.11,4859.68,5307.78,False
251,5,154.0,13,19,2023-04-10 19:35:58.943537,2023-04-11 04:19:14.423497,Correctivo,Cerrada,8.72,10.0,2,17.44,400.64,6412.37,6813.01,True
252,21,,9,19,2023-04-11 00:00:00.000000,2023-04-11 03:23:24.048095,Predictivo,Cerrada,3.39,3.0,1,3.39,84.75,215.54,300.29,True
253,6,156.0,13,23,2023-04-11 07:11:12.896898,2023-04-12 01:04:08.503878,Correctivo,Cerrada,17.88,10.0,3,53.65,1813.5,15883.93,17697.43,False
254,21,157.0,14,22,2023-04-11 12:44:25.383896,2023-04-11 15:20:54.948799,Correctivo,Cerrada,2.61,3.0,3,7.82,135.43,3673.37,3808.81,True
255,2,155.0,14,4,2023-04-12 05:32:48.133511,2023-04-12 10:41:20.442767,Correctivo,Cerrada,5.14,3.0,2,10.28,490.71,288.45,779.16,False
256,20,158.0,13,20,2023-04-12 18:21:47.152998,2023-04-13 02:42:47.017843,Correctivo,Cerrada,8.35,10.0,1,8.35,214.92,5228.1,5443.02,True
257,7,160.0,14,11,2023-04-12 23:08:05.555503,2023-04-13 03:47:30.622898,Correctivo,Cerrada,4.66,3.0,1,4.66,96.16,2094.77,2190.93,False
258,21,161.0,14,7,2023-04-13 05:23:04.867402,2023-04-13 08:10:18.337082,Correctivo,Cerrada,2.79,3.0,2,5.57,169.78,312.41,482.19,True
259,20,162.0,14,25,2023-04-14 06:31:32.820192,2023-04-14 10:26:28.589057,Correctivo,Cerrada,3.92,3.0,2,7.83,342.38,109.62,452.01,False
260,12,164.0,14,16,2023-04-15 02:01:07.359468,2023-04-15 05:32:56.276653,Correctivo,Cerrada,3.53,3.0,3,10.59,235.05,362.31,597.35,False
261,6,163.0,14,20,2023-04-15 08:57:49.252603,2023-04-15 11:25:51.380759,Correctivo,Cancelada,2.47,3.0,4,9.87,250.85,287.29,538.14,True
262,13,165.0,14,6,2023-04-15 17:43:14.131302,2023-04-15 20:32:19.497454,Correctivo,Cerrada,2.82,3.0,2,5.64,241.41,699.08,940.49,True
263,12,166.0,14,24,2023-04-16 00:58:34.639625,2023-04-16 06:15:08.689919,Correctivo,Cerrada,5.28,3.0,4,21.1,352.18,118.83,471.0,False
264,15,167.0,13,16,2023-04-18 16:52:00.054667,2023-04-19 01:46:36.419210,Correctivo,Cerrada,8.91,10.0,1,8.91,209.31,38269.32,38478.64,True
265,5,169.0,14,16,2023-04-19 04:40:04.155989,2023-04-19 08:51:37.615895,Correctivo,Cerrada,4.19,3.0,4,16.77,362.42,25185.44,25547.86,False
266,3,170.0,14,18,2023-04-19 23:26:01.344558,2023-04-20 02:53:51.367325,Correctivo,Cerrada,3.46,3.0,4,13.86,341.14,65.09,406.23,False
267,5,,4,18,2023-04-22 00:00:00.000000,2023-04-22 01:58:24.999037,Preventivo,Cerrada,1.97,2.0,1,1.97,45.39,235.69,281.08,True
268,2,,7,7,2023-04-22 00:00:00.000000,2023-04-22 05:19:11.425130,Preventivo,Cerrada,5.32,5.0,2,10.64,351.11,833.06,1184.17,True
269,15,,7,25,2023-04-22 00:00:00.000000,2023-04-22 04:57:49.742166,Preventivo,Cerrada,4.96,5.0,2,9.93,466.6,701.07,1167.67,True
270,1,,3,25,2023-04-22 00:00:00.000000,2023-04-22 04:48:59.111496,Preventivo,Cerrada,4.82,5.0,2,9.63,452.74,380.35,833.09,True
271,5,171.0,12,21,2023-04-22 01:36:41.231857,2023-04-22 07:40:53.963924,Correctivo,Cerrada,6.07,8.0,3,18.21,313.86,23358.1,23671.95,True
272,10,173.0,14,20,2023-04-22 06:52:07.253465,2023-04-22 10:47:34.391716,Correctivo,Cerrada,3.92,3.0,2,7.85,206.64,545.41,752.05,False
273,16,174.0,13,24,2023-04-22 15:13:07.521709,2023-04-23 05:45:13.696516,Correctivo,Cancelada,14.54,10.0,1,14.54,248.94,669.69,918.63,False
274,12,175.0,13,6,2023-04-22 20:42:59.501943,2023-04-23 09:56:23.440007,Correctivo,Cerrada,13.22,10.0,3,39.67,1695.0,2780.2,4475.2,False
275,9,172.0,14,9,2023-04-22 22:08:30.992805,2023-04-23 00:29:01.294829,Correctivo,Cancelada,2.34,3.0,2,4.68,110.05,128.97,239.02,True
276,7,,3,2,2023-04-23 00:00:00.000000,2023-04-23 05:23:04.323585,Preventivo,Cerrada,5.38,5.0,2,10.77,172.31,341.89,514.2,True
277,18,,7,1,2023-04-24 00:00:00.000000,2023-04-24 04:21:37.990512,Preventivo,Cerrada,4.36,5.0,2,8.72,122.1,856.21,978.3,True
278,16,,3,1,2023-04-25 00:00:00.000000,2023-04-25 05:31:56.005103,Preventivo,Cerrada,5.53,5.0,1,5.53,77.45,354.66,432.11,False
279,21,,7,21,2023-04-25 00:00:00.000000,2023-04-25 05:41:04.813320,Preventivo,Cerrada,5.68,5.0,1,5.68,108.01,872.32,980.33,False
280,13,,6,20,2023-04-25 00:00:00.000000,2023-04-25 05:38:34.949766,Preventivo,Cerrada,5.64,6.0,1,5.64,135.43,1253.82,1389.26,True
281,5,176.0,14,18,2023-04-25 13:16:15.149475,2023-04-25 18:27:09.078979,Correctivo,Cerrada,5.18,3.0,2,10.36,239.66,1978.08,2217.75,False
282,19,177.0,13,1,2023-04-26 03:49:55.734832,2023-04-26 11:50:14.934987,Correctivo,Cerrada,8.01,10.0,2,16.01,224.77,7012.3,7237.07,True
283,14,178.0,14,20,2023-04-26 22:02:14.290024,2023-04-27 02:05:15.536817,Correctivo,Cerrada,4.05,3.0,2,8.1,206.71,49.73,256.43,False
284,11,,7,6,2023-04-27 00:00:00.000000,2023-04-27 05:08:48.798570,Preventivo,Cerrada,5.15,5.0,2,10.29,432.34,682.65,1114.99,True
285,8,,5,7,2023-04-27 00:00:00.000000,2023-04-27 03:51:47.547250,Preventivo,Abierta,3.86,4.0,3,11.59,382.46,566.9,949.35,True
286,5,181.0,13,25,2023-04-27 01:13:13.384843,2023-04-27 11:30:59.287998,Correctivo,Cerrada,10.3,10.0,3,30.89,1590.9,715.16,2306.05,True
287,17,180.0,14,25,2023-04-27 19:01:09.308004,2023-04-27 23:39:20.154672,Correctivo,Cerrada,4.64,3.0,3,13.91,657.72,1002.54,1660.27,False
288,13,182.0,14,15,2023-04-27 19:51:12.479087,2023-04-27 23:59:34.491387,Correctivo,Cerrada,4.14,3.0,1,4.14,116.59,816.85,933.44,False
289,14,,1,4,2023-04-28 00:00:00.000000,2023-04-28 03:56:52.863904,Preventivo,Cerrada,3.95,4.0,3,11.84,521.14,786.87,1308.01,True
290,17,,5,21,2023-04-28 00:00:00.000000,2023-04-28 03:33:25.480292,Preventivo,Cerrada,3.56,4.0,2,7.11,135.17,685.88,821.05,True
291,12,,3,3,2023-04-28 00:00:00.000000,2023-04-28 05:32:48.310105,Preventivo,Cerrada,5.55,5.0,1,5.55,94.29,280.66,374.96,False
292,2,184.0,14,4,2023-04-28 08:59:36.349669,2023-04-28 13:13:56.166843,Correctivo,Cerrada,4.24,3.0,3,12.72,575.58,91.26,666.84,False
293,21,183.0,14,15,2023-04-28 11:23:51.044800,2023-04-28 13:34:37.121808,Correctivo,Cerrada,2.18,3.0,2,4.36,129.03,1120.83,1249.87,True
294,10,,3,6,2023-04-29 00:00:00.000000,2023-04-29 05:02:44.848698,Preventivo,Cerrada,5.05,5.0,3,15.14,635.77,384.4,1020.17,True
295,14,186.0,14,5,2023-04-29 16:27:40.297535,2023-04-29 20:46:37.933873,Correctivo,Cerrada,4.32,3.0,3,12.95,204.29,342.14,546.43,False
296,4,,6,5,2023-04-30 00:00:00.000000,2023-04-30 06:46:55.378369,Preventivo,Cancelada,6.78,6.0,2,13.56,230.59,1011.98,1242.57,False
297,13,187.0,14,17,2023-04-30 00:21:30.541180,2023-04-30 02:37:09.729609,Correctivo,Cerrada,2.26,3.0,3,6.78,216.59,343.24,559.84,True
298,11,,17,25,2023-05-01 00:00:00.000000,2023-05-02 16:15:52.796439,Mayor,Cerrada,40.26,40.0,5,201.32,9462.2,29983.48,39445.68,True
299,3,,3,24,2023-05-01 00:00:00.000000,2023-05-01 05:22:27.307584,Preventivo,Cerrada,5.37,5.0,3,16.12,290.21,385.02,675.23,True
300,9,,2,6,2023-05-01 00:00:00.000000,2023-05-01 03:03:58.569445,Preventivo,Cerrada,3.07,3.0,3,9.2,386.35,470.96,857.31,True
301,4,189.0,14,21,2023-05-01 17:52:16.458611,2023-05-01 22:29:26.660017,Correctivo,Cerrada,4.62,3.0,1,4.62,90.05,1433.72,1523.77,False
302,20,,3,21,2023-05-02 00:00:00.000000,2023-05-02 04:24:51.614030,Preventivo,Cerrada,4.41,5.0,3,13.24,251.62,326.73,578.34,True
303,19,,1,15,2023-05-02 00:00:00.000000,2023-05-02 03:50:59.916322,Preventivo,Cerrada,3.85,4.0,2,7.7,223.3,998.33,1221.63,True
304,6,,6,23,2023-05-02 00:00:00.000000,2023-05-02 05:49:10.572831,Preventivo,Cerrada,5.82,6.0,2,11.64,384.09,968.28,1352.37,True
305,1,190.0,14,2,2023-05-03 14:37:01.321197,2023-05-03 18:53:36.758091,Correctivo,Cerrada,4.28,3.0,1,4.28,70.12,46.58,116.7,False
306,19,191.0,14,23,2023-05-04 18:28:16.334570,2023-05-04 23:27:21.957400,Correctivo,Cerrada,4.98,3.0,1,4.98,165.76,381.05,546.81,False
307,1,192.0,14,8,2023-05-05 04:06:10.040510,2023-05-05 06:32:49.980444,Correctivo,Cerrada,2.44,3.0,4,9.78,167.4,820.13,987.54,True
308,9,193.0,13,4,2023-05-05 23:46:13.422552,2023-05-06 08:27:16.044886,Correctivo,Cerrada,8.68,10.0,4,34.74,1568.49,22405.8,23974.29,True
309,12,195.0,14,6,2023-05-07 04:36:19.568758,2023-05-07 06:45:14.891027,Correctivo,Cerrada,2.15,3.0,4,8.59,359.61,279.68,639.29,True
310,1,196.0,13,22,2023-05-07 04:56:04.943272,2023-05-07 17:12:22.665801,Correctivo,Cerrada,12.27,10.0,3,36.81,690.93,1508.5,2199.43,False
311,16,194.0,14,3,2023-05-07 05:43:50.273107,2023-05-07 10:04:05.042504,Correctivo,Cerrada,4.34,3.0,3,13.01,218.49,473.62,692.11,False
312,14,197.0,14,1,2023-05-07 06:09:24.218363,2023-05-07 10:17:53.135564,Correctivo,Cerrada,4.14,3.0,2,8.28,111.83,694.7,806.54,False
313,5,198.0,14,17,2023-05-07 14:52:53.543470,2023-05-07 20:05:16.167888,Correctivo,Cerrada,5.21,3.0,3,15.62,517.91,2493.78,3011.7,False
314,7,199.0,14,14,2023-05-08 11:42:36.404679,2023-05-08 15:14:17.784081,Correctivo,Cerrada,3.53,3.0,2,7.06,236.45,474.34,710.79,False
315,2,,16,23,2023-05-09 00:00:00.000000,2023-05-12 03:09:09.266264,Mayor,Cerrada,75.15,60.0,3,225.46,7440.1,44854.04,52294.15,False
316,5,205.0,14,16,2023-05-09 16:06:12.682150,2023-05-09 20:13:06.923880,Correctivo,Cerrada,4.12,3.0,1,4.12,89.71,100.43,190.14,False
317,1,202.0,14,19,2023-05-09 16:47:41.381062,2023-05-09 21:32:37.229879,Correctivo,Cerrada,4.75,3.0,3,14.25,356.56,258.34,614.9,False
318,11,203.0,12,23,2023-05-09 18:49:08.522518,2023-05-10 01:23:06.135323,Correctivo,Cerrada,6.57,8.0,1,6.57,201.98,23972.15,24174.13,True
319,6,201.0,14,21,2023-05-09 19:23:06.588877,2023-05-09 21:40:53.953254,Correctivo,Cerrada,2.3,3.0,1,2.3,46.86,321.52,368.38,True
320,12,204.0,14,13,2023-05-09 21:11:18.022470,2023-05-10 00:17:13.498712,Correctivo,Cerrada,3.1,3.0,4,12.39,135.67,734.83,870.5,True
321,4,206.0,13,9,2023-05-09 22:19:43.419216,2023-05-10 11:48:30.159789,Correctivo,Cerrada,13.48,10.0,1,13.48,355.02,13100.22,13455.24,False
322,17,207.0,13,22,2023-05-09 22:45:25.888292,2023-05-10 14:52:41.063441,Correctivo,Cerrada,16.12,10.0,2,32.24,643.31,186.55,829.85,False
323,11,209.0,14,13,2023-05-10 21:20:53.512180,2023-05-11 01:16:59.722763,Correctivo,Cerrada,3.94,3.0,2,7.87,94.06,414.51,508.58,False
324,7,208.0,14,13,2023-05-10 23:19:28.425846,2023-05-11 04:00:36.000639,Correctivo,Cerrada,4.69,3.0,2,9.37,116.05,11199.94,11315.98,False
325,17,210.0,14,25,2023-05-11 02:24:00.077527,2023-05-11 04:48:21.390508,Correctivo,Cerrada,2.41,3.0,1,2.41,113.83,791.16,904.99,True
326,9,211.0,14,1,2023-05-11 08:15:31.535167,2023-05-11 10:59:13.892635,Correctivo,Cerrada,2.73,3.0,3,8.19,123.84,88.83,212.68,True
327,8,213.0,14,22,2023-05-11 20:41:59.651549,2023-05-12 00:25:12.104215,Correctivo,Cerrada,3.72,3.0,2,7.44,135.42,185.65,321.07,False
328,21,214.0,14,20,2023-05-12 03:51:42.481730,2023-05-12 07:44:18.694803,Correctivo,Cerrada,3.88,3.0,2,7.75,197.31,524.11,721.42,False
329,10,215.0,14,18,2023-05-12 20:40:33.813260,2023-05-13 01:16:39.009566,Correctivo,Cerrada,4.6,3.0,3,13.8,296.21,531.33,827.54,False
